"Country","Month","Total Passengers"
"Russia","1/4/2011","58086"
"United Kingdom","1/3/2011","1155441"
"Netherlands","1/3/2011","321622"
"Ireland","1/3/2011","124450"
"Spain","1/3/2011","190645"
"China","1/3/2011","227249"
"Chile","1/3/2011","59771"
"Dominican Republic","1/3/2011","402639"
"South Korea","1/3/2011","324148"
"Honduras","1/3/2011","64591"
"Haiti","1/3/2011","82210"
"Philippines","1/3/2011","71227"
"Hong Kong","1/3/2011","201066"
"United Arab Emirates","1/3/2011","151029"
"Ecuador","1/3/2011","87600"
"Australia","1/3/2011","183408"
"Israel","1/3/2011","117615"
"Italy","1/3/2011","165498"
"Russia","1/3/2011","51624"
"New Zealand","1/3/2011","67405"
"Taiwan","1/3/2011","138240"
"Trinidad and Tobago","1/3/2011","76003"
"Colombia","1/3/2011","169329"
"Germany","1/3/2011","686702"
"Jamaica","1/3/2011","265047"
"Iceland","1/3/2011","27491"
"Denmark","1/3/2011","41007"
"Atlantic Ocean","1/3/2011","37998"
"Belgium","1/3/2011","86686"
"Antilles","1/3/2011","104008"
"France","1/3/2011","446595"
"Cayman Islands","1/3/2011","73625"
"Argentina","1/3/2011","115046"
"Switzerland","1/3/2011","144712"
"Costa Rica","1/3/2011","235223"
"Mexico","1/3/2011","1755917"
"Turkey","1/3/2011","42997"
"Canada","1/3/2011","2148171"
"Guatemala","1/3/2011","89477"
"Japan","1/3/2011","815152"
"Venezuela","1/3/2011","80870"
"Brazil","1/3/2011","330028"
"Aruba","1/3/2011","109690"
"El Salvador","1/3/2011","121386"
"Bahamas","1/3/2011","237652"
"Panama","1/3/2011","141564"
"Peru","1/3/2011","115391"
"Cayman Islands","1/2/2011","72224"
"Colombia","1/2/2011","137571"
"Canada","1/2/2011","1781568"
"Atlantic Ocean","1/2/2011","27077"
"Ireland","1/2/2011","78770"
"Hong Kong","1/2/2011","159440"
"Antilles","1/2/2011","88004"
"United Arab Emirates","1/2/2011","129423"
"Jamaica","1/2/2011","209304"
"Israel","1/2/2011","92267"
"New Zealand","1/2/2011","60807"
"Belgium","1/2/2011","63714"
"Dominican Republic","1/2/2011","322855"
"Australia","1/2/2011","167168"
"Philippines","1/2/2011","67969"
"Argentina","1/2/2011","108996"
"Turkey","1/2/2011","26434"
"Bahamas","1/2/2011","167981"
"Haiti","1/2/2011","59927"
"South Korea","1/2/2011","291707"
"Aruba","1/2/2011","96361"
"Denmark","1/2/2011","30463"
"Netherlands","1/2/2011","237610"
"El Salvador","1/2/2011","93032"
"Venezuela","1/2/2011","65052"
"United Kingdom","1/2/2011","928904"
"Chile","1/2/2011","59937"
"Germany","1/2/2011","509720"
"China","1/2/2011","171836"
"Panama","1/2/2011","129031"
"Peru","1/2/2011","104388"
"Taiwan","1/2/2011","115979"
"Trinidad and Tobago","1/2/2011","52841"
"Iceland","1/2/2011","20171"
"France","1/2/2011","321014"
"Switzerland","1/2/2011","115272"
"Italy","1/2/2011","92692"
"Honduras","1/2/2011","51517"
"Mexico","1/2/2011","1411746"
"Japan","1/2/2011","817075"
"Costa Rica","1/2/2011","200769"
"Brazil","1/2/2011","277526"
"Russia","1/2/2011","38811"
"Spain","1/2/2011","121660"
"Guatemala","1/2/2011","70021"
"Ecuador","1/2/2011","70578"
"Japan","1/1/2011","890205"
"Argentina","1/1/2011","114753"
"Chile","1/1/2011","72151"
"Colombia","1/1/2011","220997"
"Haiti","1/1/2011","71532"
"Peru","1/1/2011","116776"
"El Salvador","1/1/2011","123077"
"Antilles","1/1/2011","98517"
"Switzerland","1/1/2011","138531"
"United Kingdom","1/1/2011","1046973"
"Jamaica","1/1/2011","227317"
"Turkey","1/1/2011","39276"
"Canada","1/1/2011","1800999"
"Ireland","1/1/2011","92147"
"Taiwan","1/1/2011","147037"
"Iceland","1/1/2011","22998"
"Philippines","1/1/2011","81851"
"Israel","1/1/2011","117170"
"China","1/1/2011","223796"
"Aruba","1/1/2011","105772"
"United Arab Emirates","1/1/2011","171867"
"Costa Rica","1/1/2011","230620"
"Russia","1/1/2011","56119"
"Dominican Republic","1/1/2011","378128"
"Trinidad and Tobago","1/1/2011","67871"
"Netherlands","1/1/2011","295977"
"Germany","1/1/2011","635384"
"Spain","1/1/2011","151126"
"South Korea","1/1/2011","352772"
"Honduras","1/1/2011","69244"
"Brazil","1/1/2011","371834"
"Bahamas","1/1/2011","160584"
"New Zealand","1/1/2011","63080"
"Belgium","1/1/2011","80597"
"Venezuela","1/1/2011","99545"
"France","1/1/2011","392922"
"Guatemala","1/1/2011","94509"
"Australia","1/1/2011","217474"
"Panama","1/1/2011","154869"
"Denmark","1/1/2011","38293"
"Hong Kong","1/1/2011","201828"
"Ecuador","1/1/2011","82567"
"Italy","1/1/2011","130292"
"Mexico","1/1/2011","1557807"
"Cayman Islands","1/1/2011","58520"
"Atlantic Ocean","1/1/2011","28779"
"Dominican Republic","1/12/2010","343038"
"Chile","1/12/2010","64929"
"Philippines","1/12/2010","73378"
"Canada","1/12/2010","1834470"
"Israel","1/12/2010","108993"
"Guatemala","1/12/2010","100561"
"Costa Rica","1/12/2010","194063"
"United Arab Emirates","1/12/2010","177474"
"Cayman Islands","1/12/2010","59306"
"Colombia","1/12/2010","232362"
"Spain","1/12/2010","185302"
"Mexico","1/12/2010","1570033"
"France","1/12/2010","437120"
"Taiwan","1/12/2010","144291"
"New Zealand","1/12/2010","72992"
"Netherlands","1/12/2010","323599"
"Antilles","1/12/2010","88039"
"Belgium","1/12/2010","91990"
"Argentina","1/12/2010","105715"
"Iceland","1/12/2010","28873"
"Hong Kong","1/12/2010","190353"
"Bahamas","1/12/2010","201074"
"Denmark","1/12/2010","43133"
"Trinidad and Tobago","1/12/2010","82588"
"Panama","1/12/2010","146665"
"Honduras","1/12/2010","69043"
"Australia","1/12/2010","214245"
"Italy","1/12/2010","165990"
"China","1/12/2010","218003"
"Jamaica","1/12/2010","243941"
"Brazil","1/12/2010","335401"
"Russia","1/12/2010","54116"
"United Kingdom","1/12/2010","1108824"
"Japan","1/12/2010","867179"
"Haiti","1/12/2010","60160"
"El Salvador","1/12/2010","125162"
"South Korea","1/12/2010","313211"
"Ireland","1/12/2010","119084"
"Aruba","1/12/2010","96163"
"Germany","1/12/2010","699417"
"Switzerland","1/12/2010","155377"
"Peru","1/12/2010","108929"
"Ecuador","1/12/2010","83754"
"Venezuela","1/12/2010","117841"
"Atlantic Ocean","1/12/2010","39047"
"Turkey","1/12/2010","41333"
"Costa Rica","1/11/2010","144377"
"Guatemala","1/11/2010","89468"
"Italy","1/11/2010","161432"
"Trinidad and Tobago","1/11/2010","66735"
"Ireland","1/11/2010","129800"
"Hong Kong","1/11/2010","191724"
"Russia","1/11/2010","47093"
"Venezuela","1/11/2010","99271"
"Aruba","1/11/2010","89030"
"Jamaica","1/11/2010","200091"
"Ecuador","1/11/2010","80545"
"Switzerland","1/11/2010","134918"
"Taiwan","1/11/2010","132539"
"United Arab Emirates","1/11/2010","140314"
"Mexico","1/11/2010","1297793"
"Panama","1/11/2010","126805"
"Spain","1/11/2010","182253"
"Japan","1/11/2010","842565"
"Colombia","1/11/2010","182086"
"South Korea","1/11/2010","310802"
"Belgium","1/11/2010","84490"
"El Salvador","1/11/2010","107139"
"Germany","1/11/2010","664360"
"Turkey","1/11/2010","38501"
"Argentina","1/11/2010","102965"
"Chile","1/11/2010","50880"
"Brazil","1/11/2010","287036"
"Haiti","1/11/2010","58237"
"Antilles","1/11/2010","75567"
"Cayman Islands","1/11/2010","50798"
"Philippines","1/11/2010","68490"
"Netherlands","1/11/2010","316582"
"Honduras","1/11/2010","48310"
"United Kingdom","1/11/2010","1157447"
"Israel","1/11/2010","117162"
"Canada","1/11/2010","1586966"
"Bahamas","1/11/2010","179867"
"China","1/11/2010","204122"
"Dominican Republic","1/11/2010","289573"
"Iceland","1/11/2010","29570"
"Atlantic Ocean","1/11/2010","44450"
"Peru","1/11/2010","90770"
"Denmark","1/11/2010","43585"
"Australia","1/11/2010","177097"
"New Zealand","1/11/2010","48728"
"France","1/11/2010","402674"
"Haiti","1/10/2010","70213"
"Trinidad and Tobago","1/10/2010","64723"
"Colombia","1/10/2010","190524"
"Philippines","1/10/2010","68657"
"Panama","1/10/2010","108822"
"Hong Kong","1/10/2010","201157"
"Dominican Republic","1/10/2010","277154"
"Switzerland","1/10/2010","172241"
"France","1/10/2010","546158"
"Bahamas","1/10/2010","154326"
"Japan","1/10/2010","882097"
"Denmark","1/10/2010","67328"
"Israel","1/10/2010","140770"
"Costa Rica","1/10/2010","111040"
"Brazil","1/10/2010","303943"
"Ireland","1/10/2010","159088"
"Russia","1/10/2010","57498"
"Australia","1/10/2010","193613"
"United Arab Emirates","1/10/2010","122545"
"Germany","1/10/2010","879295"
"Peru","1/10/2010","101711"
"Argentina","1/10/2010","108837"
"Canada","1/10/2010","1820974"
"China","1/10/2010","251174"
"Netherlands","1/10/2010","400869"
"Atlantic Ocean","1/10/2010","51497"
"Honduras","1/10/2010","42414"
"Cayman Islands","1/10/2010","37455"
"South Korea","1/10/2010","327181"
"Aruba","1/10/2010","91854"
"United Kingdom","1/10/2010","1483820"
"Belgium","1/10/2010","101785"
"Italy","1/10/2010","254821"
"Taiwan","1/10/2010","139115"
"Iceland","1/10/2010","34857"
"Jamaica","1/10/2010","187865"
"New Zealand","1/10/2010","53599"
"Mexico","1/10/2010","1162765"
"Turkey","1/10/2010","44869"
"Spain","1/10/2010","246715"
"Antilles","1/10/2010","60766"
"Venezuela","1/10/2010","94473"
"El Salvador","1/10/2010","90982"
"Ecuador","1/10/2010","78922"
"Guatemala","1/10/2010","72871"
"Chile","1/10/2010","56134"
"Atlantic Ocean","1/9/2010","43824"
"Hong Kong","1/9/2010","188461"
"United Kingdom","1/9/2010","1477481"
"Argentina","1/9/2010","101412"
"Germany","1/9/2010","913678"
"Belgium","1/9/2010","103398"
"Chile","1/9/2010","51239"
"Turkey","1/9/2010","49977"
"Jamaica","1/9/2010","166599"
"Aruba","1/9/2010","72437"
"Dominican Republic","1/9/2010","283931"
"El Salvador","1/9/2010","94453"
"Guatemala","1/9/2010","59929"
"Haiti","1/9/2010","71315"
"New Zealand","1/9/2010","70234"
"Brazil","1/9/2010","282908"
"South Korea","1/9/2010","314094"
"Switzerland","1/9/2010","176173"
"Cayman Islands","1/9/2010","28470"
"Israel","1/9/2010","110626"
"Venezuela","1/9/2010","100237"
"Bahamas","1/9/2010","120342"
"Philippines","1/9/2010","63384"
"Italy","1/9/2010","282314"
"Australia","1/9/2010","194562"
"Ecuador","1/9/2010","73404"
"Canada","1/9/2010","1724124"
"Denmark","1/9/2010","64483"
"China","1/9/2010","244841"
"Panama","1/9/2010","108418"
"Spain","1/9/2010","243657"
"Netherlands","1/9/2010","406846"
"France","1/9/2010","576385"
"Peru","1/9/2010","99363"
"Trinidad and Tobago","1/9/2010","72608"
"Ireland","1/9/2010","170678"
"Antilles","1/9/2010","16510"
"Japan","1/9/2010","939149"
"Costa Rica","1/9/2010","111372"
"Russia","1/9/2010","66778"
"Mexico","1/9/2010","978472"
"Colombia","1/9/2010","175058"
"Taiwan","1/9/2010","134916"
"United Arab Emirates","1/9/2010","122630"
"Iceland","1/9/2010","36514"
"Honduras","1/9/2010","45048"
"China","1/8/2010","261403"
"Ireland","1/8/2010","196176"
"Trinidad and Tobago","1/8/2010","107062"
"Italy","1/8/2010","329514"
"Brazil","1/8/2010","295218"
"Australia","1/8/2010","186899"
"Japan","1/8/2010","937482"
"Aruba","1/8/2010","97069"
"Jamaica","1/8/2010","308075"
"Dominican Republic","1/8/2010","466111"
"Bahamas","1/8/2010","266632"
"Mexico","1/8/2010","1545029"
"Belgium","1/8/2010","110196"
"Colombia","1/8/2010","227980"
"Haiti","1/8/2010","100560"
"Switzerland","1/8/2010","191806"
"United Kingdom","1/8/2010","1553451"
"France","1/8/2010","633225"
"Panama","1/8/2010","140254"
"Russia","1/8/2010","68798"
"Israel","1/8/2010","162796"
"Philippines","1/8/2010","73287"
"Cayman Islands","1/8/2010","58093"
"New Zealand","1/8/2010","46682"
"United Arab Emirates","1/8/2010","144132"
"Honduras","1/8/2010","71219"
"Costa Rica","1/8/2010","183367"
"Guatemala","1/8/2010","97286"
"El Salvador","1/8/2010","135605"
"Canada","1/8/2010","2073841"
"Iceland","1/8/2010","4219"
"Venezuela","1/8/2010","112127"
"Ecuador","1/8/2010","97011"
"Chile","1/8/2010","46307"
"Spain","1/8/2010","291985"
"Hong Kong","1/8/2010","202620"
"Taiwan","1/8/2010","173725"
"Turkey","1/8/2010","49294"
"Antilles","1/8/2010","57066"
"Netherlands","1/8/2010","450516"
"Argentina","1/8/2010","99840"
"Germany","1/8/2010","974859"
"Peru","1/8/2010","123698"
"Denmark","1/8/2010","74709"
"Atlantic Ocean","1/8/2010","77183"
"South Korea","1/8/2010","383106"
"Bahamas","1/7/2010","286197"
"Costa Rica","1/7/2010","219110"
"Canada","1/7/2010","2011768"
"France","1/7/2010","650818"
"Chile","1/7/2010","54296"
"New Zealand","1/7/2010","59638"
"United Kingdom","1/7/2010","1571310"
"Mexico","1/7/2010","1801482"
"Taiwan","1/7/2010","161993"
"Venezuela","1/7/2010","93389"
"Italy","1/7/2010","348140"
"Denmark","1/7/2010","76088"
"Ireland","1/7/2010","197247"
"Atlantic Ocean","1/7/2010","76968"
"Cayman Islands","1/7/2010","68678"
"Peru","1/7/2010","127230"
"Belgium","1/7/2010","110602"
"Panama","1/7/2010","153685"
"Guatemala","1/7/2010","108595"
"Ecuador","1/7/2010","95145"
"Hong Kong","1/7/2010","206814"
"Russia","1/7/2010","73204"
"Trinidad and Tobago","1/7/2010","104654"
"Switzerland","1/7/2010","190106"
"South Korea","1/7/2010","368137"
"Antilles","1/7/2010","56414"
"China","1/7/2010","256375"
"Australia","1/7/2010","200169"
"United Arab Emirates","1/7/2010","146926"
"El Salvador","1/7/2010","144982"
"Iceland","1/7/2010","52583"
"Turkey","1/7/2010","50709"
"Philippines","1/7/2010","80844"
"Haiti","1/7/2010","94537"
"Jamaica","1/7/2010","327392"
"Japan","1/7/2010","971653"
"Israel","1/7/2010","149302"
"Brazil","1/7/2010","319502"
"Dominican Republic","1/7/2010","522532"
"Netherlands","1/7/2010","453328"
"Honduras","1/7/2010","87839"
"Argentina","1/7/2010","103895"
"Colombia","1/7/2010","248948"
"Aruba","1/7/2010","103687"
"Spain","1/7/2010","310599"
"Germany","1/7/2010","1004715"
"Australia","1/6/2010","189076"
"South Korea","1/6/2010","343867"
"China","1/6/2010","248005"
"Colombia","1/6/2010","215226"
"Venezuela","1/6/2010","75101"
"Canada","1/6/2010","1783400"
"Guatemala","1/6/2010","90107"
"Haiti","1/6/2010","81944"
"Honduras","1/6/2010","74643"
"El Salvador","1/6/2010","123432"
"Mexico","1/6/2010","1530024"
"Antilles","1/6/2010","23312"
"Cayman Islands","1/6/2010","58095"
"Spain","1/6/2010","288075"
"Belgium","1/6/2010","107122"
"Taiwan","1/6/2010","171682"
"Jamaica","1/6/2010","272803"
"Italy","1/6/2010","323930"
"Brazil","1/6/2010","268670"
"Dominican Republic","1/6/2010","436691"
"Japan","1/6/2010","925531"
"Germany","1/6/2010","945830"
"Ireland","1/6/2010","185542"
"United Kingdom","1/6/2010","1482176"
"Aruba","1/6/2010","86542"
"Atlantic Ocean","1/6/2010","70580"
"Bahamas","1/6/2010","248838"
"Hong Kong","1/6/2010","202139"
"Argentina","1/6/2010","78597"
"Panama","1/6/2010","118275"
"Switzerland","1/6/2010","178481"
"United Arab Emirates","1/6/2010","147152"
"Trinidad and Tobago","1/6/2010","70596"
"Russia","1/6/2010","69177"
"Costa Rica","1/6/2010","179167"
"Turkey","1/6/2010","45085"
"France","1/6/2010","615635"
"Netherlands","1/6/2010","435169"
"Iceland","1/6/2010","45878"
"Denmark","1/6/2010","72164"
"Philippines","1/6/2010","79222"
"Ecuador","1/6/2010","79673"
"Peru","1/6/2010","108717"
"Chile","1/6/2010","43185"
"New Zealand","1/6/2010","60706"
"Israel","1/6/2010","151040"
"Jamaica","1/5/2010","251694"
"Mexico","1/5/2010","1459425"
"France","1/5/2010","576607"
"Chile","1/5/2010","45219"
"Aruba","1/5/2010","94845"
"New Zealand","1/5/2010","50759"
"Argentina","1/5/2010","98964"
"Russia","1/5/2010","54858"
"Iceland","1/5/2010","25296"
"South Korea","1/5/2010","321243"
"Haiti","1/5/2010","73563"
"Japan","1/5/2010","886409"
"Israel","1/5/2010","120796"
"Hong Kong","1/5/2010","198447"
"El Salvador","1/5/2010","102807"
"Peru","1/5/2010","108607"
"Spain","1/5/2010","255405"
"Venezuela","1/5/2010","73940"
"Costa Rica","1/5/2010","150819"
"Colombia","1/5/2010","170004"
"Philippines","1/5/2010","82517"
"Cayman Islands","1/5/2010","54022"
"Antilles","1/5/2010","52473"
"Taiwan","1/5/2010","169455"
"Guatemala","1/5/2010","65026"
"Turkey","1/5/2010","43623"
"Atlantic Ocean","1/5/2010","63114"
"Dominican Republic","1/5/2010","364218"
"Denmark","1/5/2010","62566"
"Brazil","1/5/2010","272798"
"Netherlands","1/5/2010","399401"
"Australia","1/5/2010","168809"
"China","1/5/2010","234266"
"Canada","1/5/2010","1788762"
"Belgium","1/5/2010","102611"
"United Arab Emirates","1/5/2010","147008"
"Italy","1/5/2010","260724"
"Germany","1/5/2010","911087"
"Bahamas","1/5/2010","215992"
"Trinidad and Tobago","1/5/2010","70955"
"Honduras","1/5/2010","53948"
"Panama","1/5/2010","107593"
"Ireland","1/5/2010","152447"
"United Kingdom","1/5/2010","1343834"
"Ecuador","1/5/2010","72190"
"Switzerland","1/5/2010","161370"
"Ecuador","1/4/2010","71260"
"Turkey","1/4/2010","38630"
"South Korea","1/4/2010","291763"
"El Salvador","1/4/2010","103472"
"Jamaica","1/4/2010","252685"
"Belgium","1/4/2010","77709"
"Italy","1/4/2010","199700"
"Taiwan","1/4/2010","158763"
"Brazil","1/4/2010","263310"
"Bahamas","1/4/2010","244184"
"Hong Kong","1/4/2010","178408"
"Switzerland","1/4/2010","127782"
"Ireland","1/4/2010","115356"
"Peru","1/4/2010","95156"
"Russia","1/4/2010","43838"
"Mexico","1/4/2010","1597372"
"Cayman Islands","1/4/2010","65418"
"Panama","1/4/2010","114831"
"Australia","1/4/2010","167823"
"Israel","1/4/2010","115305"
"China","1/4/2010","209687"
"Aruba","1/4/2010","111764"
"United Kingdom","1/4/2010","1076182"
"United Arab Emirates","1/4/2010","137132"
"Trinidad and Tobago","1/4/2010","76713"
"Antilles","1/4/2010","41639"
"Guatemala","1/4/2010","83882"
"Philippines","1/4/2010","78181"
"Germany","1/4/2010","655007"
"Netherlands","1/4/2010","308889"
"Venezuela","1/4/2010","73458"
"France","1/4/2010","412397"
"Iceland","1/4/2010","18402"
"Dominican Republic","1/4/2010","369474"
"Chile","1/4/2010","42903"
"Colombia","1/4/2010","162731"
"Atlantic Ocean","1/4/2010","49845"
"Denmark","1/4/2010","42010"
"Canada","1/4/2010","1901488"
"Japan","1/4/2010","781101"
"Spain","1/4/2010","229403"
"New Zealand","1/4/2010","51320"
"Argentina","1/4/2010","95227"
"Haiti","1/4/2010","75564"
"Honduras","1/4/2010","54980"
"Costa Rica","1/4/2010","181780"
"Dominican Republic","1/3/2010","398312"
"Atlantic Ocean","1/3/2010","38710"
"Australia","1/3/2010","166652"
"Netherlands","1/3/2010","312812"
"United Arab Emirates","1/3/2010","135884"
"South Korea","1/3/2010","288465"
"El Salvador","1/3/2010","116555"
"Japan","1/3/2010","954981"
"Haiti","1/3/2010","69363"
"Argentina","1/3/2010","108289"
"New Zealand","1/3/2010","63158"
"Belgium","1/3/2010","78647"
"Jamaica","1/3/2010","281012"
"Cayman Islands","1/3/2010","72247"
"Germany","1/3/2010","710107"
"Venezuela","1/3/2010","68739"
"Israel","1/3/2010","118867"
"Honduras","1/3/2010","64074"
"Aruba","1/3/2010","114443"
"Ireland","1/3/2010","128024"
"Russia","1/3/2010","42817"
"Trinidad and Tobago","1/3/2010","68221"
"Spain","1/3/2010","183020"
"Mexico","1/3/2010","1846013"
"Hong Kong","1/3/2010","184452"
"Chile","1/3/2010","43609"
"China","1/3/2010","193419"
"Bahamas","1/3/2010","254400"
"United Kingdom","1/3/2010","1165286"
"Turkey","1/3/2010","34906"
"Taiwan","1/3/2010","169210"
"Antilles","1/3/2010","54041"
"Iceland","1/3/2010","22991"
"France","1/3/2010","429882"
"Panama","1/3/2010","133625"
"Costa Rica","1/3/2010","222380"
"Denmark","1/3/2010","44476"
"Switzerland","1/3/2010","129551"
"Italy","1/3/2010","171481"
"Canada","1/3/2010","2019173"
"Brazil","1/3/2010","266687"
"Peru","1/3/2010","102349"
"Philippines","1/3/2010","75314"
"Ecuador","1/3/2010","80712"
"Colombia","1/3/2010","170865"
"Guatemala","1/3/2010","95246"
"Germany","1/2/2010","493145"
"Canada","1/2/2010","1724141"
"Guatemala","1/2/2010","71679"
"United Kingdom","1/2/2010","901163"
"Ireland","1/2/2010","83359"
"Mexico","1/2/2010","1530184"
"Spain","1/2/2010","114919"
"United Arab Emirates","1/2/2010","109201"
"Peru","1/2/2010","91907"
"France","1/2/2010","298112"
"Denmark","1/2/2010","33863"
"Trinidad and Tobago","1/2/2010","72506"
"Colombia","1/2/2010","128486"
"Argentina","1/2/2010","99540"
"Antilles","1/2/2010","31954"
"Russia","1/2/2010","33560"
"Ecuador","1/2/2010","72441"
"Italy","1/2/2010","94514"
"Cayman Islands","1/2/2010","54989"
"Netherlands","1/2/2010","232163"
"Venezuela","1/2/2010","60833"
"Taiwan","1/2/2010","148870"
"Philippines","1/2/2010","63125"
"Aruba","1/2/2010","100016"
"Bahamas","1/2/2010","183814"
"Jamaica","1/2/2010","216123"
"China","1/2/2010","146233"
"Iceland","1/2/2010","16468"
"New Zealand","1/2/2010","58178"
"Israel","1/2/2010","83186"
"Panama","1/2/2010","123739"
"Switzerland","1/2/2010","104416"
"Belgium","1/2/2010","64131"
"Atlantic Ocean","1/2/2010","28081"
